"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed"
"10640","2012-12-09 17:00:00",4,0,0,3,14.76,17.425,93,8.9981
"10643","2012-12-09 20:00:00",4,0,0,3,14.76,18.18,100,6.0032
"10644","2012-12-09 21:00:00",4,0,0,2,14.76,18.18,100,7.0015
"10658","2012-12-10 11:00:00",4,0,1,3,18.86,22.725,94,15.0013
"10660","2012-12-10 13:00:00",4,0,1,3,18.04,21.97,100,15.0013
"10677","2012-12-11 06:00:00",4,0,1,2,13.94,15.15,71,19.9995
"10678","2012-12-11 07:00:00",4,0,1,1,13.94,15.15,66,27.9993
"10682","2012-12-11 11:00:00",4,0,1,2,14.76,16.665,53,23.9994
"10684","2012-12-11 13:00:00",4,0,1,2,15.58,19.695,50,15.0013
"10689","2012-12-11 18:00:00",4,0,1,1,13.12,15.15,53,15.0013
"10693","2012-12-11 22:00:00",4,0,1,1,12.3,14.395,56,15.0013
"10694","2012-12-11 23:00:00",4,0,1,1,12.3,14.395,52,15.0013
"10695","2012-12-12 00:00:00",4,0,1,1,12.3,15.15,52,11.0014
"10699","2012-12-12 04:00:00",4,0,1,1,10.66,15.15,60,0
"10709","2012-12-12 14:00:00",4,0,1,2,13.94,18.18,46,0
"10713","2012-12-12 18:00:00",4,0,1,2,13.12,15.15,49,15.0013
"10718","2012-12-12 23:00:00",4,0,1,2,11.48,13.635,56,15.0013
"10719","2012-12-13 00:00:00",4,0,1,2,11.48,13.635,52,15.0013
"10722","2012-12-13 03:00:00",4,0,1,2,10.66,12.12,56,19.0012
"10726","2012-12-13 07:00:00",4,0,1,1,9.84,11.365,60,15.0013
"10734","2012-12-13 15:00:00",4,0,1,1,14.76,17.425,34,8.9981
"10736","2012-12-13 17:00:00",4,0,1,1,13.12,16.665,42,7.0015
"10738","2012-12-13 19:00:00",4,0,1,1,12.3,15.15,45,11.0014
"10740","2012-12-13 21:00:00",4,0,1,1,11.48,15.91,48,0
"10742","2012-12-13 23:00:00",4,0,1,1,10.66,15.15,60,0
"10756","2012-12-14 13:00:00",4,0,1,1,14.76,17.425,50,15.0013
"10761","2012-12-14 18:00:00",4,0,1,1,14.76,17.425,46,8.9981
"10762","2012-12-14 19:00:00",4,0,1,1,13.94,17.425,53,6.0032
"10763","2012-12-14 20:00:00",4,0,1,1,13.12,16.665,61,8.9981
"10775","2012-12-15 08:00:00",4,0,0,2,10.66,14.395,75,6.0032
"10779","2012-12-15 12:00:00",4,0,0,1,15.58,19.695,50,6.0032
"10789","2012-12-15 22:00:00",4,0,0,1,14.76,17.425,62,12.998
"10803","2012-12-16 12:00:00",4,0,0,2,15.58,19.695,82,12.998
"10809","2012-12-16 18:00:00",4,0,0,3,15.58,19.695,82,7.0015
"10812","2012-12-16 21:00:00",4,0,0,2,14.76,18.94,93,0
"10816","2012-12-17 01:00:00",4,0,1,2,15.58,19.695,87,7.0015
"10818","2012-12-17 03:00:00",4,0,1,2,14.76,18.94,93,0
"10819","2012-12-17 04:00:00",4,0,1,3,14.76,18.94,100,0
"10820","2012-12-17 05:00:00",4,0,1,2,15.58,19.695,87,0
"10825","2012-12-17 10:00:00",4,0,1,2,15.58,19.695,87,6.0032
"10831","2012-12-17 16:00:00",4,0,1,3,16.4,20.455,94,16.9979
"10834","2012-12-17 19:00:00",4,0,1,2,17.22,21.21,88,8.9981
"10846","2012-12-18 07:00:00",4,0,1,1,14.76,17.425,93,8.9981
"10848","2012-12-18 09:00:00",4,0,1,1,16.4,20.455,87,6.0032
"10849","2012-12-18 10:00:00",4,0,1,1,18.04,21.97,77,6.0032
"10850","2012-12-18 11:00:00",4,0,1,1,19.68,23.485,63,15.0013
"10854","2012-12-18 15:00:00",4,0,1,1,18.86,22.725,44,32.9975
"10855","2012-12-18 16:00:00",4,0,1,1,18.04,21.97,41,31.0009
"10856","2012-12-18 17:00:00",4,0,1,1,16.4,20.455,47,30.0026
"10857","2012-12-18 18:00:00",4,0,1,1,15.58,19.695,46,22.0028
"10859","2012-12-18 20:00:00",4,0,1,1,14.76,16.665,50,16.9979
"10866","2012-12-19 03:00:00",4,0,1,1,10.66,13.635,75,8.9981
"10868","2012-12-19 05:00:00",4,0,1,1,10.66,14.395,75,6.0032
"10872","2012-12-19 09:00:00",4,0,1,1,11.48,14.395,75,7.0015
"10875","2012-12-19 12:00:00",4,0,1,1,16.4,20.455,54,19.0012
