"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"3824","2011-09-10 07:00:00",3,0,0,1,24.6,27.275,88,8.9981,9,43,52
"10184","2012-11-09 17:00:00",4,0,1,1,17.22,21.21,44,8.9981,61,593,654
"7854","2012-06-07 14:00:00",2,0,1,1,29.52,32.575,37,16.9979,67,198,265
"2550","2011-06-14 03:00:00",2,0,1,1,23.78,27.275,53,22.0028,1,1,2
"3321","2011-08-08 06:00:00",3,0,1,1,28.7,32.575,65,19.0012,8,87,95
"5425","2012-01-01 02:00:00",1,0,0,1,13.12,17.425,76,0,16,59,75
"10445","2012-12-01 14:00:00",4,0,0,2,14.76,18.94,71,0,110,369,479
"10318","2012-11-15 07:00:00",4,0,1,2,12.3,14.395,65,12.998,7,403,410
"9261","2012-09-09 05:00:00",3,0,0,1,21.32,25,77,12.998,16,39,55
"5810","2012-01-17 06:00:00",1,0,1,3,12.3,14.395,75,16.9979,0,57,57
"3563","2011-08-18 08:00:00",3,0,1,1,27.06,31.06,74,19.0012,27,393,420
"1443","2011-04-05 23:00:00",2,0,1,1,12.3,14.395,49,19.0012,3,23,26
"7573","2012-05-14 21:00:00",2,0,1,2,23.78,27.275,83,6.0032,7,145,152
"10613","2012-12-08 14:00:00",4,0,0,2,16.4,20.455,87,19.0012,164,378,542
"9834","2012-10-14 02:00:00",4,0,0,1,16.4,20.455,76,6.0032,8,58,66
"4325","2011-10-12 05:00:00",4,0,1,2,22.14,25.76,88,22.0028,0,22,22
"9195","2012-09-06 11:00:00",3,0,1,3,28.7,33.335,84,11.0014,10,52,62
"1794","2011-05-01 15:00:00",2,0,0,2,20.5,24.24,72,0,113,153,266
"3187","2011-08-02 16:00:00",3,0,1,1,36.9,38.635,25,19.0012,58,216,274
"5338","2011-12-16 11:00:00",4,0,1,2,13.94,15.15,42,19.9995,9,135,144
"7757","2012-06-03 13:00:00",2,0,0,1,27.88,31.82,36,19.0012,265,421,686
"2442","2011-06-09 15:00:00",2,0,1,1,38.54,41.665,31,11.0014,18,86,104
"3878","2011-09-12 14:00:00",3,0,1,1,30.34,33.335,51,11.0014,60,129,189
"746","2011-02-14 10:00:00",1,0,1,1,18.04,21.97,33,15.0013,9,46,55
"4390","2011-10-14 22:00:00",4,0,1,1,18.86,22.725,59,15.0013,20,123,143
"310","2011-01-14 09:00:00",1,0,1,1,5.74,7.575,69,8.9981,0,117,117
"9027","2012-08-18 11:00:00",3,0,0,1,29.52,33.335,51,0,180,356,536
"3950","2011-09-15 14:00:00",3,0,1,2,26.24,30.305,65,27.9993,36,134,170
"9040","2012-08-19 00:00:00",3,0,0,1,27.06,31.06,57,6.0032,44,143,187
"1127","2011-03-11 14:00:00",1,0,1,2,14.76,16.665,50,23.9994,25,64,89
"3833","2011-09-10 16:00:00",3,0,0,1,30.34,34.09,55,12.998,170,261,431
"4623","2011-11-05 16:00:00",4,0,0,1,16.4,20.455,40,15.0013,128,207,335
"1580","2011-04-11 17:00:00",2,0,1,1,30.34,33.335,48,35.0008,100,352,452
"2362","2011-06-06 07:00:00",2,0,1,1,25.42,29.545,78,7.0015,18,281,299
"66","2011-01-03 20:00:00",1,0,1,1,8.2,11.365,47,7.0015,3,49,52
"9909","2012-10-17 05:00:00",4,0,1,2,14.76,18.94,81,0,2,39,41
"3172","2011-08-02 01:00:00",3,0,1,1,27.06,31.06,74,7.0015,4,8,12
"2195","2011-05-18 08:00:00",2,0,1,1,22.96,26.515,88,19.0012,25,428,453
"5542","2012-01-06 00:00:00",1,0,1,1,9.02,12.88,75,6.0032,1,24,25
"5063","2011-12-05 00:00:00",4,0,1,1,13.12,16.665,87,6.0032,3,21,24
"6513","2012-03-08 14:00:00",1,0,1,2,25.42,31.06,43,43.0006,48,155,203
"4078","2011-10-01 22:00:00",4,0,0,2,14.76,17.425,93,15.0013,12,58,70
"3702","2011-09-05 03:00:00",3,1,0,2,27.88,31.82,74,19.9995,4,12,16
"2753","2011-07-03 14:00:00",3,0,0,1,33.62,39.395,56,16.9979,225,150,375
"5761","2012-01-15 04:00:00",1,0,0,2,6.56,6.82,47,26.0027,1,5,6
"2787","2011-07-05 00:00:00",3,0,1,2,28.7,32.575,65,11.0014,19,36,55
"9033","2012-08-18 17:00:00",3,0,0,1,31.16,33.335,37,15.0013,256,379,635
"1282","2011-03-18 06:00:00",1,0,1,1,16.4,20.455,66,12.998,1,35,36
"8476","2012-07-14 12:00:00",3,0,0,2,30.34,34.85,66,6.0032,181,318,499
"383","2011-01-17 10:00:00",1,1,0,2,6.56,7.575,50,16.9979,7,50,57
"8901","2012-08-13 05:00:00",3,0,1,1,26.24,30.305,69,7.0015,3,33,36
"4796","2011-11-12 21:00:00",4,0,0,1,17.22,21.21,47,19.0012,19,103,122
"9854","2012-10-14 22:00:00",4,0,0,1,22.96,26.515,73,26.0027,38,87,125
"864","2011-02-19 10:00:00",1,0,0,1,17.22,21.21,16,39.0007,34,72,106
"7570","2012-05-14 18:00:00",2,0,1,2,23.78,27.275,83,0,17,283,300
"1827","2011-05-03 00:00:00",2,0,1,2,22.96,26.515,83,15.0013,0,16,16
"4844","2011-11-14 21:00:00",4,0,1,1,24.6,31.06,53,23.9994,37,176,213
"51","2011-01-03 05:00:00",1,0,1,1,6.56,6.82,47,19.0012,0,3,3
"7183","2012-04-17 15:00:00",2,0,1,1,27.06,31.06,24,22.0028,91,217,308
"3192","2011-08-02 21:00:00",3,0,1,1,32.8,37.12,52,15.0013,53,201,254
"6074","2012-02-09 07:00:00",1,0,1,1,8.2,9.85,69,16.9979,4,263,267
"1664","2011-04-15 05:00:00",2,1,0,1,14.76,18.18,81,7.0015,2,11,13
"741","2011-02-14 05:00:00",1,0,1,1,13.12,15.15,53,19.0012,0,3,3
"759","2011-02-14 23:00:00",1,0,1,1,13.12,14.395,49,32.9975,1,19,20
"5855","2012-01-19 03:00:00",1,0,1,1,4.92,7.575,54,7.0015,0,4,4
"4740","2011-11-10 13:00:00",4,0,1,3,14.76,16.665,81,23.9994,9,87,96
"7244","2012-05-01 04:00:00",2,0,1,2,21.32,25,72,6.0032,1,7,8
"5986","2012-02-05 14:00:00",1,0,0,1,12.3,15.15,61,11.0014,40,203,243
"4960","2011-11-19 17:00:00",4,0,0,1,16.4,20.455,40,12.998,61,171,232
"141","2011-01-07 02:00:00",1,0,1,2,8.2,9.85,69,15.0013,0,1,1
"9793","2012-10-12 09:00:00",4,0,1,1,20.5,24.24,39,19.9995,26,374,400
"10476","2012-12-02 21:00:00",4,0,0,2,18.04,21.97,77,15.0013,8,91,99
"2472","2011-06-10 21:00:00",2,0,1,1,31.16,36.365,66,8.9981,55,163,218
"1734","2011-04-18 03:00:00",2,0,1,1,17.22,21.21,62,7.0015,6,1,7
"10876","2012-12-19 13:00:00",4,0,1,1,17.22,21.21,50,12.998,30,183,213
"4931","2011-11-18 12:00:00",4,0,1,1,13.12,16.665,33,0,22,143,165
"9318","2012-09-11 14:00:00",3,0,1,1,27.88,31.06,30,6.0032,74,181,255
"2325","2011-06-04 18:00:00",2,0,0,2,30.34,32.575,30,11.0014,127,214,341
"133","2011-01-06 18:00:00",1,0,1,1,9.02,11.365,51,8.9981,5,158,163
"8019","2012-06-14 11:00:00",2,0,1,1,27.06,31.06,57,16.9979,60,168,228
"7269","2012-05-02 05:00:00",2,0,1,1,22.14,25.76,90,8.9981,2,31,33
"8568","2012-07-18 08:00:00",3,0,1,1,31.98,37.12,62,7.0015,55,624,679
"6510","2012-03-08 11:00:00",1,0,1,2,22.14,25.76,60,31.0009,48,156,204
"7764","2012-06-03 20:00:00",2,0,0,1,27.06,31.06,39,12.998,84,230,314
"8380","2012-07-10 12:00:00",3,0,1,1,32.8,35.605,41,8.9981,69,203,272
"8631","2012-08-01 23:00:00",3,0,1,1,28.7,33.335,74,0,18,134,152
"3257","2011-08-05 14:00:00",3,0,1,2,31.98,35.605,52,16.9979,81,164,245
"5306","2011-12-15 03:00:00",4,0,1,2,13.12,16.665,70,8.9981,1,2,3
"1610","2011-04-12 23:00:00",2,0,1,2,16.4,20.455,94,16.9979,8,31,39
"7681","2012-05-19 09:00:00",2,0,0,1,22.96,26.515,43,11.0014,79,213,292
"5704","2012-01-12 19:00:00",1,0,1,2,17.22,21.21,71,11.0014,17,313,330
"2720","2011-07-02 05:00:00",3,0,0,1,23.78,27.275,73,7.0015,1,13,14
"7621","2012-05-16 21:00:00",2,0,1,1,26.24,30.305,73,12.998,63,330,393
"8308","2012-07-07 12:00:00",3,0,0,1,39.36,43.18,31,23.9994,124,218,342
"703","2011-02-12 14:00:00",1,0,0,1,13.94,15.91,31,19.0012,30,90,120
"9875","2012-10-15 19:00:00",4,0,1,3,21.32,25,83,6.0032,12,227,239
"2486","2011-06-11 11:00:00",2,0,0,1,31.16,35.605,62,8.9981,110,215,325
"10806","2012-12-16 15:00:00",4,0,0,2,15.58,19.695,82,7.0015,46,292,338
"4060","2011-10-01 04:00:00",4,0,0,1,18.04,21.97,58,27.9993,2,6,8
"7745","2012-06-03 01:00:00",2,0,0,1,22.14,25.76,56,8.9981,21,100,121
"9041","2012-08-19 01:00:00",3,0,0,1,26.24,30.305,65,0,29,102,131
"6335","2012-03-01 04:00:00",1,0,1,1,19.68,23.485,88,12.998,0,5,5
"4712","2011-11-09 09:00:00",4,0,1,1,13.94,18.18,93,0,22,197,219
"1679","2011-04-15 20:00:00",2,1,0,2,16.4,20.455,76,22.0028,26,92,118
"6780","2012-03-19 18:00:00",1,0,1,1,26.24,31.06,57,16.9979,120,681,801
"6099","2012-02-10 08:00:00",1,0,1,1,8.2,10.605,59,11.0014,1,447,448
"8177","2012-07-02 01:00:00",3,0,1,2,31.16,35.605,58,12.998,3,14,17
"9306","2012-09-11 02:00:00",3,0,1,1,19.68,23.485,77,11.0014,1,5,6
"10227","2012-11-11 12:00:00",4,0,0,1,20.5,24.24,48,6.0032,195,390,585
"6144","2012-02-12 05:00:00",1,0,0,1,4.1,3.79,49,26.0027,0,3,3
"705","2011-02-12 16:00:00",1,0,0,1,13.94,15.15,29,27.9993,42,103,145
"3048","2011-07-15 21:00:00",3,0,1,1,27.06,31.06,54,7.0015,75,186,261
"7198","2012-04-18 06:00:00",2,0,1,2,20.5,24.24,39,19.0012,6,128,134
"5355","2011-12-17 04:00:00",4,0,0,1,9.84,12.12,65,11.0014,0,9,9
"5561","2012-01-06 19:00:00",1,0,1,1,18.86,22.725,33,19.0012,11,261,272
"4940","2011-11-18 21:00:00",4,0,1,1,11.48,13.635,48,11.0014,3,108,111
"2744","2011-07-03 05:00:00",3,0,0,3,25.42,28.79,83,12.998,0,1,1
"6096","2012-02-10 05:00:00",1,0,1,1,9.84,11.365,52,15.0013,0,17,17
"4015","2011-09-18 07:00:00",3,0,0,1,18.86,22.725,72,15.0013,15,29,44
"4127","2011-10-03 23:00:00",4,0,1,2,16.4,20.455,82,7.0015,11,43,54
"198","2011-01-09 12:00:00",1,0,0,1,7.38,6.82,37,30.0026,4,79,83
"2758","2011-07-03 19:00:00",3,0,0,2,27.06,30.305,83,12.998,100,83,183
"8008","2012-06-14 00:00:00",2,0,1,1,24.6,31.06,53,19.9995,3,45,48
"6100","2012-02-10 09:00:00",1,0,1,1,9.02,11.365,55,11.0014,10,265,275
"8051","2012-06-15 19:00:00",2,0,1,1,28.7,31.82,42,11.0014,98,369,467
"990","2011-03-05 16:00:00",1,0,0,2,19.68,23.485,59,19.9995,74,130,204
"3129","2011-07-19 06:00:00",3,0,1,2,29.52,34.85,74,7.0015,8,126,134
"8350","2012-07-09 06:00:00",3,0,1,3,26.24,28.79,89,16.9979,6,86,92
"1488","2011-04-07 20:00:00",2,0,1,1,18.04,21.97,62,11.0014,37,166,203
"10096","2012-11-06 00:00:00",4,0,1,1,9.84,12.88,60,7.0015,1,18,19
"2342","2011-06-05 11:00:00",2,0,0,2,26.24,30.305,69,7.0015,121,214,335
"2080","2011-05-13 13:00:00",2,0,1,2,21.32,25,88,26.0027,69,157,226
"8033","2012-06-15 01:00:00",2,0,1,1,23.78,27.275,78,12.998,9,42,51
"5314","2011-12-15 11:00:00",4,0,1,2,16.4,20.455,62,27.9993,9,126,135
"2396","2011-06-07 17:00:00",2,0,1,1,32.8,36.365,43,16.9979,64,475,539
"9202","2012-09-06 18:00:00",3,0,1,1,29.52,34.09,70,16.9979,74,761,835
"4225","2011-10-08 01:00:00",4,0,0,1,18.86,22.725,82,0,14,51,65
"7393","2012-05-07 09:00:00",2,0,1,2,20.5,24.24,82,15.0013,61,289,350
"10711","2012-12-12 16:00:00",4,0,1,2,13.94,16.665,46,8.9981,19,310,329
"9976","2012-11-01 00:00:00",4,0,1,1,14.76,18.18,57,6.0032,8,52,60
"7221","2012-04-19 05:00:00",2,0,1,1,16.4,20.455,82,0,0,30,30
"4813","2011-11-13 14:00:00",4,0,0,2,22.14,25.76,28,32.9975,108,263,371
"5375","2011-12-18 00:00:00",4,0,0,1,8.2,10.605,75,8.9981,7,64,71
"5429","2012-01-01 06:00:00",1,0,0,1,10.66,13.635,93,8.9981,1,1,2
"2409","2011-06-08 06:00:00",2,0,1,1,26.24,28.79,89,8.9981,13,103,116
"6006","2012-02-06 11:00:00",1,0,1,1,10.66,13.635,70,8.9981,12,104,116
"10485","2012-12-03 06:00:00",4,0,1,1,14.76,18.94,93,0,2,136,138
"10146","2012-11-08 02:00:00",4,0,1,2,12.3,14.395,49,15.0013,1,5,6
"8388","2012-07-10 20:00:00",3,0,1,3,26.24,28.79,83,15.0013,9,75,84
"10512","2012-12-04 09:00:00",4,0,1,1,18.86,22.725,82,7.0015,19,317,336
"6106","2012-02-10 15:00:00",1,0,1,2,13.12,16.665,45,8.9981,27,164,191
"6227","2012-02-15 16:00:00",1,0,1,1,17.22,21.21,38,12.998,9,222,231
"10078","2012-11-05 06:00:00",4,0,1,2,12.3,14.395,49,19.0012,4,135,139
"5057","2011-12-04 18:00:00",4,0,0,1,15.58,19.695,71,0,10,161,171
"9945","2012-10-18 17:00:00",4,0,1,2,23.78,27.275,64,22.0028,102,788,890
"9238","2012-09-08 06:00:00",3,0,0,2,27.06,29.545,89,19.0012,8,26,34
"9326","2012-09-11 22:00:00",3,0,1,1,22.96,26.515,64,7.0015,27,189,216
"5126","2011-12-07 15:00:00",4,0,1,3,17.22,21.21,94,15.0013,5,25,30
"2088","2011-05-13 21:00:00",2,0,1,2,21.32,25,84,11.0014,24,130,154
"7379","2012-05-06 19:00:00",2,0,0,2,24.6,30.305,64,11.0014,117,266,383
"9974","2012-10-19 22:00:00",4,0,1,1,20.5,24.24,77,6.0032,14,176,190
"5482","2012-01-03 12:00:00",1,0,1,1,7.38,6.82,37,35.0008,4,70,74
"5672","2012-01-11 11:00:00",1,0,1,2,10.66,14.395,87,6.0032,9,90,99
"4989","2011-12-01 22:00:00",4,0,1,1,12.3,16.665,61,0,5,99,104
"7310","2012-05-03 22:00:00",2,0,1,1,25.42,29.545,78,0,29,217,246
"8715","2012-08-05 11:00:00",3,0,0,1,33.62,39.395,56,27.9993,155,282,437
"5757","2012-01-15 00:00:00",1,0,0,1,6.56,6.82,47,22.0028,9,50,59
"1946","2011-05-07 23:00:00",2,0,0,1,20.5,24.24,59,7.0015,30,89,119
"2651","2011-06-18 08:00:00",2,0,0,1,27.06,30.305,78,6.0032,28,103,131
"8738","2012-08-06 10:00:00",3,0,1,1,30.34,34.85,70,15.0013,54,159,213
"3550","2011-08-17 19:00:00",3,0,1,1,31.16,34.85,55,15.0013,50,297,347
"8791","2012-08-08 15:00:00",3,0,1,2,34.44,37.88,44,12.998,110,168,278
"1562","2011-04-10 22:00:00",2,0,0,1,18.04,21.97,94,16.9979,12,45,57
"6588","2012-03-11 18:00:00",1,0,0,1,21.32,25,29,19.0012,133,256,389
"1179","2011-03-13 19:00:00",1,0,0,1,14.76,16.665,50,23.9994,28,73,101
"447","2011-02-01 16:00:00",1,0,1,2,9.84,12.12,75,8.9981,3,61,64
"10526","2012-12-04 23:00:00",4,0,1,1,19.68,23.485,67,16.9979,5,91,96
"2115","2011-05-15 00:00:00",2,0,0,2,21.32,25,100,0,5,34,39
"1157","2011-03-12 20:00:00",1,0,0,1,16.4,20.455,58,7.0015,22,64,86
"8446","2012-07-13 06:00:00",3,0,1,2,28.7,32.575,54,0,7,120,127
"7886","2012-06-08 22:00:00",2,0,1,1,27.88,31.82,41,7.0015,61,230,291
"5998","2012-02-06 02:00:00",1,0,1,1,9.02,13.635,75,0,0,3,3
"3412","2011-08-12 01:00:00",3,0,1,1,26.24,31.06,53,8.9981,4,19,23
"7871","2012-06-08 07:00:00",2,0,1,1,21.32,25,72,7.0015,19,409,428
"10447","2012-12-01 16:00:00",4,0,0,2,15.58,19.695,66,0,89,354,443
"3822","2011-09-10 05:00:00",3,0,0,1,23.78,27.275,94,8.9981,2,6,8
"2277","2011-06-02 18:00:00",2,0,1,1,30.34,32.575,22,26.0027,74,451,525
"10487","2012-12-03 08:00:00",4,0,1,1,14.76,18.94,93,0,19,712,731
"7870","2012-06-08 06:00:00",2,0,1,1,21.32,25,68,6.0032,8,131,139
"10766","2012-12-14 23:00:00",4,0,1,1,11.48,15.15,75,6.0032,11,123,134
"253","2011-01-11 21:00:00",1,0,1,3,6.56,9.85,86,6.0032,0,20,20
"10086","2012-11-05 14:00:00",4,0,1,1,15.58,19.695,40,11.0014,31,165,196
"3134","2011-07-19 11:00:00",3,0,1,1,33.62,40.15,59,0,29,98,127
"10873","2012-12-19 10:00:00",4,0,1,1,13.12,16.665,70,7.0015,17,147,164
"6628","2012-03-13 10:00:00",1,0,1,1,21.32,25,77,15.0013,28,115,143
"5217","2011-12-11 10:00:00",4,0,0,1,9.84,14.395,44,0,30,164,194
"9076","2012-09-01 12:00:00",3,0,0,2,32.8,37.88,55,11.0014,187,284,471
"2213","2011-05-19 02:00:00",2,0,1,1,20.5,24.24,94,0,3,12,15
"4511","2011-11-01 00:00:00",4,0,1,2,14.76,17.425,87,11.0014,3,18,21
"1180","2011-03-13 20:00:00",1,0,0,1,13.12,15.15,57,19.9995,23,54,77
"7216","2012-04-19 00:00:00",2,0,1,3,17.22,21.21,77,0,5,20,25
"2400","2011-06-07 21:00:00",2,0,1,1,29.52,34.09,70,8.9981,31,187,218
"178","2011-01-08 16:00:00",1,0,0,1,7.38,6.82,29,30.0026,8,68,76
"6244","2012-02-16 09:00:00",1,0,1,2,12.3,15.15,70,11.0014,3,199,202
"9028","2012-08-18 12:00:00",3,0,0,1,31.16,33.335,37,12.998,266,388,654
"6328","2012-02-19 21:00:00",1,0,0,3,10.66,12.88,65,11.0014,3,33,36
"3333","2011-08-08 18:00:00",3,0,1,1,34.44,37.88,41,8.9981,64,465,529
"7494","2012-05-11 14:00:00",2,0,1,1,25.42,30.305,23,15.0013,116,218,334
"7624","2012-05-17 00:00:00",2,0,1,1,24.6,28.79,78,8.9981,30,49,79
"2732","2011-07-02 17:00:00",3,0,0,1,34.44,36.365,30,15.0013,179,170,349
"8822","2012-08-09 22:00:00",3,0,1,2,27.06,31.06,69,15.0013,41,218,259
"2226","2011-05-19 15:00:00",2,0,1,1,22.96,26.515,78,11.0014,63,125,188
"5708","2012-01-12 23:00:00",1,0,1,1,16.4,20.455,76,22.0028,7,60,67
"5142","2011-12-08 07:00:00",4,0,1,1,9.02,10.605,60,15.0013,11,233,244
"10133","2012-11-07 13:00:00",4,0,1,2,13.12,15.15,53,16.9979,23,158,181
"7941","2012-06-11 05:00:00",2,0,1,1,26.24,29.545,78,8.9981,1,36,37
"7202","2012-04-18 10:00:00",2,0,1,3,19.68,23.485,47,15.0013,31,116,147
"5360","2011-12-17 09:00:00",4,0,0,2,10.66,12.12,56,16.9979,5,95,100
"4194","2011-10-06 18:00:00",4,0,1,1,22.14,25.76,64,6.0032,59,479,538
"9203","2012-09-06 19:00:00",3,0,1,1,27.88,31.82,74,16.9979,54,504,558
"164","2011-01-08 02:00:00",1,0,0,2,7.38,12.12,55,0,3,13,16
"5335","2011-12-16 08:00:00",4,0,1,1,14.76,16.665,46,27.9993,10,449,459
"8452","2012-07-13 12:00:00",3,0,1,2,31.16,34.09,40,7.0015,125,254,379
"1312","2011-03-19 12:00:00",1,0,0,1,18.86,22.725,33,27.9993,126,141,267
"402","2011-01-18 17:00:00",1,0,1,2,9.02,11.365,82,12.998,1,124,125
"3305","2011-08-07 14:00:00",3,0,0,1,35.26,40.15,47,12.998,130,192,322
"8117","2012-06-18 13:00:00",2,0,1,2,23.78,27.275,73,8.9981,51,174,225
"8436","2012-07-12 20:00:00",3,0,1,1,30.34,33.335,48,15.0013,75,439,514
"187","2011-01-09 01:00:00",1,0,0,1,4.1,3.03,42,31.0009,0,12,12
"35","2011-01-02 11:00:00",1,0,0,2,14.76,16.665,71,16.9979,16,54,70
"1769","2011-04-19 14:00:00",2,0,1,2,22.14,25.76,64,12.998,19,88,107
"10477","2012-12-02 22:00:00",4,0,0,2,18.04,21.97,77,12.998,11,85,96
"3213","2011-08-03 18:00:00",3,0,1,3,28.7,33.335,84,0,49,443,492
"3711","2011-09-05 12:00:00",3,1,0,2,29.52,34.09,70,12.998,141,212,353
"69","2011-01-03 23:00:00",1,0,1,1,7.38,10.605,55,7.0015,1,11,12
"9442","2012-09-16 18:00:00",3,0,0,1,25.42,31.06,50,11.0014,120,361,481
"3346","2011-08-09 07:00:00",3,0,1,1,29.52,34.85,74,7.0015,30,313,343
"150","2011-01-07 12:00:00",1,0,1,2,8.2,9.85,37,16.9979,9,50,59
"244","2011-01-11 12:00:00",1,0,1,2,8.2,11.365,51,7.0015,2,55,57
"10132","2012-11-07 12:00:00",4,0,1,2,13.12,15.15,53,19.0012,24,188,212
"5206","2011-12-10 23:00:00",4,0,0,1,8.2,10.605,47,11.0014,5,61,66
"7641","2012-05-17 17:00:00",2,0,1,1,27.06,31.06,31,8.9981,133,719,852
"3898","2011-09-13 10:00:00",3,0,1,1,27.88,31.82,69,8.9981,42,93,135
"9159","2012-09-04 23:00:00",3,0,1,1,29.52,34.85,74,19.9995,12,83,95
"3749","2011-09-07 03:00:00",3,0,1,3,22.96,26.515,94,8.9981,1,1,2
"2009","2011-05-10 14:00:00",2,0,1,2,25.42,31.06,33,0,42,134,176
"2153","2011-05-16 14:00:00",2,0,1,1,27.88,31.82,51,0,76,117,193
"4791","2011-11-12 16:00:00",4,0,0,1,21.32,25,32,16.9979,137,224,361
"10216","2012-11-11 01:00:00",4,0,0,1,13.94,17.425,76,6.0032,26,82,108
"1645","2011-04-14 10:00:00",2,0,1,1,20.5,24.24,51,12.998,21,68,89
"6750","2012-03-18 12:00:00",1,0,0,2,18.04,21.97,88,8.9981,222,281,503
"7772","2012-06-04 04:00:00",2,0,1,1,22.14,25.76,64,6.0032,2,6,8
"8021","2012-06-14 13:00:00",2,0,1,1,27.88,31.82,57,11.0014,71,213,284
"8018","2012-06-14 10:00:00",2,0,1,1,26.24,30.305,65,27.9993,47,132,179
"10871","2012-12-19 08:00:00",4,0,1,1,9.84,12.88,87,7.0015,13,665,678
"1801","2011-05-01 22:00:00",2,0,0,2,18.86,22.725,82,0,32,68,100
"7657","2012-05-18 09:00:00",2,0,1,1,22.96,26.515,56,7.0015,57,304,361
"6852","2012-04-03 19:00:00",2,0,1,1,22.96,26.515,26,7.0015,98,460,558
"119","2011-01-06 04:00:00",1,0,1,2,6.56,9.85,64,6.0032,0,1,1
"9944","2012-10-18 16:00:00",4,0,1,1,24.6,31.06,56,19.0012,94,356,450
"4757","2011-11-11 06:00:00",4,1,0,1,11.48,12.88,45,22.0028,0,46,46
"5055","2011-12-04 16:00:00",4,0,0,1,17.22,21.21,58,15.0013,64,266,330
"6356","2012-03-02 01:00:00",1,0,1,1,13.94,15.91,49,15.0013,2,18,20
"3553","2011-08-17 22:00:00",3,0,1,1,28.7,32.575,65,12.998,29,142,171
"7748","2012-06-03 04:00:00",2,0,0,1,20.5,24.24,72,6.0032,1,12,13
"5196","2011-12-10 13:00:00",4,0,0,1,13.94,15.15,34,27.9993,47,239,286
"5874","2012-01-19 22:00:00",1,0,1,2,10.66,11.365,44,27.9993,0,90,90
"9839","2012-10-14 07:00:00",4,0,0,1,17.22,21.21,82,15.0013,7,44,51
"1682","2011-04-15 23:00:00",2,1,0,2,14.76,17.425,81,12.998,8,56,64
"9930","2012-10-18 02:00:00",4,0,1,1,18.86,22.725,82,12.998,1,13,14
"486","2011-02-03 08:00:00",1,0,1,1,5.74,6.06,50,23.9994,4,184,188
"5346","2011-12-16 19:00:00",4,0,1,2,13.12,15.15,45,15.0013,11,203,214
"9553","2012-10-02 09:00:00",4,0,1,3,23.78,27.275,88,8.9981,3,83,86
"2142","2011-05-16 03:00:00",2,0,1,1,20.5,24.24,94,11.0014,1,3,4
"10180","2012-11-09 13:00:00",4,0,1,1,18.86,22.725,38,19.9995,62,237,299
"2272","2011-06-02 13:00:00",2,0,1,1,32.8,34.09,24,23.9994,35,168,203
"10622","2012-12-08 23:00:00",4,0,0,2,16.4,20.455,94,0,18,144,162
"7922","2012-06-10 10:00:00",2,0,0,1,31.16,34.09,40,7.0015,148,265,413
"9567","2012-10-02 23:00:00",4,0,1,2,25.42,27.275,94,0,11,87,98
"1826","2011-05-02 23:00:00",2,0,1,2,22.96,26.515,83,12.998,16,48,64
"10441","2012-12-01 10:00:00",4,0,0,2,11.48,13.635,89,11.0014,45,211,256
"6846","2012-04-03 13:00:00",2,0,1,1,22.96,26.515,19,16.9979,120,225,345
"8652","2012-08-02 20:00:00",3,0,1,1,31.98,37.88,66,0,51,376,427
"7829","2012-06-06 13:00:00",2,0,1,1,25.42,31.06,41,6.0032,73,230,303
"6250","2012-02-16 15:00:00",1,0,1,3,13.94,18.18,76,0,3,50,53
"8304","2012-07-07 08:00:00",3,0,0,1,33.62,41.665,63,12.998,32,120,152
"9006","2012-08-17 14:00:00",3,0,1,1,35.26,12.12,34,27.9993,128,200,328
"8282","2012-07-06 10:00:00",3,0,1,1,35.26,37.12,30,0,80,130,210
"9710","2012-10-08 22:00:00",4,1,0,3,16.4,20.455,76,16.9979,6,101,107
"9614","2012-10-04 22:00:00",4,0,1,1,26.24,31.06,47,8.9981,29,203,232
"2666","2011-06-18 23:00:00",2,0,0,2,29.52,34.09,62,0,53,97,150
"1740","2011-04-18 09:00:00",2,0,1,2,20.5,24.24,55,7.0015,37,132,169
"10456","2012-12-02 01:00:00",4,0,0,2,12.3,15.91,87,6.0032,10,84,94
"8106","2012-06-18 02:00:00",2,0,1,1,22.14,25.76,77,15.0013,3,6,9
"10493","2012-12-03 14:00:00",4,0,1,1,24.6,31.06,53,0,51,209,260
"2914","2011-07-10 07:00:00",3,0,0,1,28.7,32.575,70,6.0032,27,38,65
"8269","2012-07-05 21:00:00",3,0,1,1,34.44,38.635,47,12.998,91,232,323
"2484","2011-06-11 09:00:00",2,0,0,1,30.34,34.09,62,8.9981,59,171,230
"6016","2012-02-06 21:00:00",1,0,1,1,13.12,15.91,57,11.0014,11,143,154
"3015","2011-07-14 12:00:00",3,0,1,1,30.34,32.575,35,16.9979,51,172,223
"7815","2012-06-05 23:00:00",2,0,1,1,22.14,25.76,56,6.0032,20,93,113
"6754","2012-03-18 16:00:00",1,0,0,1,22.14,25.76,73,6.0032,229,312,541
"5696","2012-01-12 11:00:00",1,0,1,2,13.94,17.425,81,7.0015,18,101,119
"983","2011-03-05 09:00:00",1,0,0,2,13.12,15.15,93,15.0013,15,48,63
"5287","2011-12-14 08:00:00",4,0,1,2,10.66,15.15,87,0,9,458,467
"4933","2011-11-18 14:00:00",4,0,1,1,13.94,16.665,31,8.9981,31,123,154
"5811","2012-01-17 07:00:00",1,0,1,3,12.3,14.395,81,15.0013,5,121,126
